name	source	chrom	start	end	strand	YB1_aer_MinION_raw	YB1_aer_MinION_cpm	YB1_aer_0508_raw	YB1_aer_0508_cpm	YB1_ana_v2_raw	YB1_ana_v2_cpm	YB1_ana_0507_raw	YB1_ana_0507_cpm	YB1_ana_0508_raw	YB1_ana_0508_cpm	SL7207_aer_0507_raw	SL7207_aer_0507_cpm	SL7207_aer_0509_raw	SL7207_aer_0509_cpm	SL7207_ana_0509_raw	SL7207_ana_0509_cpm	dAsd_aer_0511_raw	dAsd_aer_0511_cpm	dAsd_ana_0512_raw	dAsd_ana_0512_cpm	dAsd_aer_0514_raw	dAsd_aer_0514_cpm	dAsd_ana_0514_raw	dAsd_ana_0514_cpm
SsrS	Kroger	NC_016810.1	3242593	3243000	+	2315	8129.08	11967	13981.43	2000	14426.68	5094	6119.12	5274	10613.76	6023	8337.04	2217	3740.43	5452	4223.82	4658	5237.22	7683	8307.2	972	3225.96	4174	4425.35
STnc3030	Kroger	NC_016810.1	3250105	3250210	+	10	35.11	61	71.27	1	7.21	62	74.48	52	104.65	35	48.45	43	72.55	164	127.06	86	96.69	57	61.63	25	82.97	93	98.6
STnc750	Kroger	NC_016810.1	3261184	3261273	-	1	3.51	3	3.5	0	0.0	9	10.81	6	12.07	5	6.92	1	1.69	8	6.2	13	14.62	11	11.89	6	19.91	6	6.36
STnc3150	Kroger	NC_016810.1	3273498	3273824	-	12	42.14	19	22.2	1	7.21	93	111.72	46	92.57	12	16.61	22	37.12	42	32.54	119	133.8	86	92.99	13	43.15	77	81.64
STnc3850	Kroger	NC_016810.1	3275930	3276099	-	0	0.0	1	1.17	0	0.0	1	1.2	0	0.0	2	2.77	1	1.69	2	1.55	2	2.25	1	1.08	1	3.32	2	2.12
STnc3860	Kroger	NC_016810.1	3283747	3283844	-	2	7.02	8	9.35	0	0.0	8	9.61	13	26.16	4	5.54	8	13.5	20	15.49	12	13.49	7	7.57	4	13.28	10	10.6
STnc3870	Kroger	NC_016810.1	3296885	3297024	-	3	10.53	22	25.7	1	7.21	13	15.62	7	14.09	34	47.06	36	60.74	25	19.37	15	16.87	21	22.71	20	66.38	43	45.59
STnc3880	Kroger	NC_016810.1	3305409	3305515	+	0	0.0	0	0.0	1	7.21	0	0.0	0	0.0	0	0.0	1	1.69	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
STnc1170	Kroger	NC_016810.1	3312428	3312525	-	0	0.0	2	2.34	1	7.21	2	2.4	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	2	2.16	1	3.32	1	1.06
STnc3890	Kroger	NC_016810.1	3322950	3323033	+	2	7.02	2	2.34	1	7.21	21	25.23	9	18.11	4	5.54	6	10.12	11	8.52	16	17.99	21	22.71	3	9.96	10	10.6
STnc1820	Kroger	NC_016810.1	3349036	3349187	-	4	14.05	42	49.07	3	21.64	23	27.63	15	30.19	57	78.9	17	28.68	32	24.79	33	37.1	54	58.39	7	23.23	41	43.47
STnc3920	Kroger	NC_016810.1	3349507	3349727	+	0	0.0	1	1.17	0	0.0	0	0.0	0	0.0	1	1.38	2	3.37	5	3.87	1	1.12	2	2.16	2	6.64	3	3.18
STnc3950	Kroger	NC_016810.1	3480986	3481116	-	1	3.51	16	18.69	0	0.0	7	8.41	8	16.1	7	9.69	13	21.93	29	22.47	6	6.75	3	3.24	1	3.32	9	9.54
STnc1660	Kroger	NC_016810.1	3489124	3489247	-	32	112.37	183	213.8	12	86.56	155	186.19	86	173.07	91	125.96	44	74.24	124	96.07	97	109.06	189	204.36	48	159.31	126	133.59
STnc3960	Kroger	NC_016810.1	3491489	3491592	+	3	10.53	21	24.53	1	7.21	28	33.63	22	44.27	24	33.22	18	30.37	63	48.81	4	4.5	12	12.97	3	9.96	23	24.38
STnc3970	Kroger	NC_016810.1	3507627	3507677	-	3	10.53	13	15.19	1	7.21	17	20.42	8	16.1	4	5.54	12	20.25	25	19.37	7	7.87	6	6.49	6	19.91	16	16.96
STnc3060	Kroger	NC_016810.1	3533707	3533783	+	69	242.29	513	599.35	33	238.04	107	128.53	97	195.21	319	441.56	61	102.92	151	116.98	155	174.27	344	371.95	60	199.13	179	189.78
STnc3050	Kroger	NC_016810.1	3543528	3543654	-	0	0.0	1	1.17	0	0.0	0	0.0	1	2.01	1	1.38	1	1.69	0	0.0	0	0.0	0	0.0	0	0.0	2	2.12
STnc2100	Kroger	NC_016810.1	3550902	3550965	+	4	14.05	6	7.01	1	7.21	17	20.42	6	12.07	21	29.07	50	84.36	132	102.26	15	16.87	8	8.65	4	13.28	9	9.54
STnc3990	Kroger	NC_016810.1	3587261	3587429	-	2	7.02	7	8.18	0	0.0	11	13.21	7	14.09	2	2.77	4	6.75	10	7.75	32	35.98	65	70.28	5	16.59	18	19.08
STnc1670	Kroger	NC_016810.1	3593793	3593896	+	2	7.02	1	1.17	0	0.0	2	2.4	2	4.02	6	8.31	4	6.75	11	8.52	0	0.0	3	3.24	1	3.32	4	4.24
STnc4000	Kroger	NC_016810.1	3619656	3619755	+	81	284.43	315	368.02	36	259.68	159	191.0	189	380.36	236	326.67	110	185.59	318	246.36	317	356.42	420	454.12	105	348.48	330	349.87
STnc1590	Kroger	NC_016810.1	3633246	3633424	-	7	24.58	39	45.56	2	14.43	24	28.83	18	36.22	45	62.29	20	33.74	49	37.96	43	48.35	57	61.63	9	29.87	48	50.89
STnc760	Kroger	NC_016810.1	3684974	3685117	-	2	7.02	2	2.34	1	7.21	2	2.4	0	0.0	4	5.54	3	5.06	6	4.65	7	7.87	8	8.65	2	6.64	4	4.24
STnc4010	Kroger	NC_016810.1	3729766	3729899	+	0	0.0	0	0.0	0	0.0	0	0.0	1	2.01	8	11.07	13	21.93	16	12.4	17	19.11	33	35.68	8	26.55	27	28.63
STnc1830	Kroger	NC_016810.1	3739678	3739898	-	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.69	0	0.0	0	0.0	1	1.08	0	0.0	0	0.0
sRNA12	Kroger	NC_016810.1	3755044	3755125	-	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	2	1.55	0	0.0	0	0.0	0	0.0	1	1.06
STnc770	Kroger	NC_016810.1	3778180	3778333	-	2	7.02	8	9.35	1	7.21	11	13.21	7	14.09	13	17.99	20	33.74	30	23.24	8	8.99	4	4.32	6	19.91	7	7.42
STnc4020	Kroger	NC_016810.1	3801174	3801266	+	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.12	0	0.0	0	0.0	2	2.12
STnc780	Kroger	NC_016810.1	3858665	3858993	-	3	10.53	10	11.68	0	0.0	10	12.01	3	6.04	9	12.46	6	10.12	26	20.14	4	4.5	12	12.97	3	9.96	8	8.48
STnc4040	Kroger	NC_016810.1	3993821	3993945	-	0	0.0	6	7.01	0	0.0	1	1.2	1	2.01	1	1.38	4	6.75	2	1.55	3	3.37	0	0.0	0	0.0	1	1.06
STnc2110	Kroger	NC_016810.1	4030645	4030702	-	3	10.53	5	5.84	0	0.0	26	31.23	20	40.25	2	2.77	5	8.44	63	48.81	2	2.25	1	1.08	3	9.96	4	4.24
STnc4250	Kroger	NC_016810.1	4069296	4069429	+	9	31.6	32	37.39	0	0.0	25	30.03	14	28.17	28	38.76	30	50.61	38	29.44	29	32.61	42	45.41	14	46.46	31	32.87
STnc3170	Kroger	NC_016810.1	4070922	4071038	-	0	0.0	0	0.0	1	7.21	6	7.21	2	4.02	0	0.0	7	11.81	5	3.87	2	2.25	3	3.24	3	9.96	3	3.18
STnc1860	Kroger	NC_016810.1	4081218	4081303	-	4	14.05	8	9.35	0	0.0	13	15.62	7	14.09	6	8.31	7	11.81	4	3.1	6	6.75	9	9.73	1	3.32	12	12.72
STnc790	Kroger	NC_016810.1	4209485	4209681	-	0	0.0	1	1.17	0	0.0	2	2.4	3	6.04	2	2.77	1	1.69	2	1.55	2	2.25	4	4.32	0	0.0	3	3.18
STnc800	Kroger	NC_016810.1	4236851	4237036	-	24	84.28	101	118.0	6	43.28	146	175.38	81	163.01	68	94.13	129	217.64	502	388.91	21	23.61	28	30.27	50	165.94	163	172.82
STnc3120	Kroger	NC_016810.1	4249942	4250101	+	1	3.51	0	0.0	0	0.0	0	0.0	0	0.0	1	1.38	1	1.69	3	2.32	0	0.0	1	1.08	1	3.32	1	1.06
STnc870	Kroger	NC_016810.1	4292540	4292598	+	8	28.09	17	19.86	4	28.85	51	61.26	17	34.21	40	55.37	166	280.07	360	278.9	3	3.37	8	8.65	6	19.91	18	19.08
STnc4070	Kroger	NC_016810.1	4334757	4334856	-	3	10.53	7	8.18	1	7.21	4	4.8	2	4.02	5	6.92	1	1.69	7	5.42	3	3.37	5	5.41	0	0.0	7	7.42
STnc4080	Kroger	NC_016810.1	4339805	4339930	-	2	7.02	4	4.67	1	7.21	27	32.43	16	32.2	3	4.15	4	6.75	7	5.42	7	7.87	14	15.14	2	6.64	9	9.54
STnc1600	Kroger	NC_016810.1	4356616	4356687	+	1	3.51	9	10.51	0	0.0	7	8.41	5	10.06	5	6.92	8	13.5	16	12.4	2	2.25	12	12.97	5	16.59	5	5.3
STnc3490	Kroger	NC_016810.1	4395603	4395692	-	13	45.65	53	61.92	13	93.77	41	49.25	25	50.31	54	74.75	32	53.99	63	48.81	29	32.61	31	33.52	12	39.83	51	54.07
STnc1460	Kroger	NC_016810.1	4403810	4404050	-	29	101.83	119	139.03	42	302.96	55	66.07	45	90.56	166	229.78	49	82.67	104	80.57	67	75.33	94	101.64	27	89.61	58	61.49
STnc4100	Kroger	NC_016810.1	4448720	4448838	+	0	0.0	3	3.5	0	0.0	2	2.4	0	0.0	3	4.15	0	0.0	1	0.77	1	1.12	1	1.08	0	0.0	1	1.06
STnc810	Kroger	NC_016810.1	4467934	4467989	-	0	0.0	0	0.0	0	0.0	2	2.4	3	6.04	1	1.38	4	6.75	7	5.42	2	2.25	2	2.16	2	6.64	4	4.24
STnc2130	Kroger	NC_016810.1	4475777	4475868	+	2	7.02	2	2.34	0	0.0	2	2.4	2	4.02	2	2.77	3	5.06	2	1.55	3	3.37	3	3.24	0	0.0	1	1.06
STnc880	Kroger	NC_016810.1	4486745	4486824	+	4	14.05	13	15.19	1	7.21	5	6.01	3	6.04	6	8.31	3	5.06	8	6.2	5	5.62	10	10.81	3	9.96	4	4.24
STnc1180	Kroger	NC_016810.1	4559883	4559978	-	2	7.02	273	318.95	2	14.43	303	363.98	267	537.33	86	119.04	74	124.85	314	243.26	5	5.62	6	6.49	1	3.32	3	3.18
STnc4110	Kroger	NC_016810.1	4562397	4562462	+	0	0.0	1	1.17	0	0.0	1	1.2	1	2.01	1	1.38	1	1.69	2	1.55	0	0.0	0	0.0	0	0.0	0	0.0
STnc3000	Kroger	NC_016810.1	4591418	4591506	+	15	52.67	26	30.38	5	36.07	45	54.06	41	82.51	22	30.45	21	35.43	68	52.68	28	31.48	23	24.87	4	13.28	18	19.08
STnc4120	Kroger	NC_016810.1	4650287	4650411	-	1	3.51	3	3.5	1	7.21	7	8.41	1	2.01	4	5.54	1	1.69	4	3.1	1	1.12	7	7.57	1	3.32	0	0.0
STnc1740	Kroger	NC_016810.1	4683333	4683513	-	0	0.0	5	5.84	0	0.0	3	3.6	4	8.05	0	0.0	2	3.37	1	0.77	4	4.5	4	4.32	1	3.32	7	7.42
STnc2160	Kroger	NC_016810.1	4683636	4683700	-	0	0.0	0	0.0	0	0.0	1	1.2	0	0.0	1	1.38	3	5.06	2	1.55	0	0.0	2	2.16	0	0.0	0	0.0
STnc4260	Kroger	NC_016810.1	4791124	4791218	+	0	0.0	5	5.84	1	7.21	2	2.4	0	0.0	4	5.54	1	1.69	4	3.1	1	1.12	2	2.16	1	3.32	1	1.06
STnc4130	Kroger	NC_016810.1	4796788	4796864	-	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.69	0	0.0	1	1.12	2	2.16	0	0.0	1	1.06
STnc4140	Kroger	NC_016810.1	4846458	4846541	-	0	0.0	12	14.02	0	0.0	14	16.82	7	14.09	5	6.92	6	10.12	17	13.17	12	13.49	17	18.38	4	13.28	8	8.48
