lim_idx	lim_name	lim_type	sl1344_idx	sl1344_name	sl1344_locus_tag	match_type
1741	yieE	mrna	2165	yieE	SL1344_RS11305	exact_lower
1742	yieF	mrna	-1			none
1743	yieH	mrna	3810	yieH	SL1344_RS19835	exact_lower
1744	cbrB	mrna	-1			none
1745	cbrC	mrna	-1			none
1746	asnA	mrna	3835	asnA	SL1344_RS19960	exact_lower
1747	kup	mrna	3838	kup	SL1344_RS19975	exact_lower
1748	rbsD	mrna	3839	rbsD	SL1344_RS19980	exact_lower
1749	rbsA	mrna	3840	rbsA	SL1344_RS19985	exact_lower
1750	rbsC	mrna	3841	rbsC	SL1344_RS19990	exact_lower
1751	rbsB	mrna	3842	rbsB	SL1344_RS19995	exact_lower
1752	rbsK	mrna	3750	rbsK	SL1344_RS19525	exact_lower
1753	rbsR	mrna	3844	rbsR	SL1344_RS20005	exact_lower
1754	maoP	mrna	3847	maoP	SL1344_RS20060	exact_lower
1755	ilvL	mrna	3849	ilvL	SL1344_RS20070	exact_lower
1756	ilvX	mrna	3850	ilvX	SL1344_RS27585	exact_lower
1757	ilvM	mrna	3852	ilvM	SL1344_RS20080	exact_lower
1758	ilvE	mrna	3853	ilvE	SL1344_RS20085	exact_lower
1759	ilvD	mrna	3494	ilvD	SL1344_RS18210	exact_lower
1760	ilvA	mrna	3855	ilvA	SL1344_RS20095	exact_lower
1761	ilvC	mrna	3859	ilvC	SL1344_RS20115	exact_lower
1762	rep	mrna	3861	rep	SL1344_RS20130	exact_lower
1763	trxA	mrna	3864	trxA	SL1344_RS20145	exact_lower
1764	rhoL	mrna	-1			none
1765	rho	mrna	3866	rho	SL1344_RS20150	exact_lower
1766	rfe	mrna	-1			none
1767	wzzE	mrna	3868	wzzE	SL1344_RS20160	exact_lower
1768	wecB	mrna	3869	wecB	SL1344_RS20165	exact_lower
1769	wecC	mrna	3870	wecC	SL1344_RS20170	exact_lower
1770	rffG	mrna	3871	rffG	SL1344_RS20175	exact_lower
1771	rffH	mrna	-1			none
1772	rffC	mrna	3873	rffC	SL1344_RS20185	exact_lower
1773	wecE	mrna	-1			none
1774	wzxE	mrna	3875	wzxE	SL1344_RS20195	exact_lower
1775	wecF	mrna	-1			none
1776	wzyE	mrna	3877	wzyE	SL1344_RS20205	exact_lower
1777	rffM	mrna	-1			none
1778	yifK	mrna	-1			none
1779	aslB	mrna	-1			none
1780	cyaA	mrna	3884	cyaA	SL1344_RS20260	exact_lower
1781	yzcX	mrna	-1			none
1782	yifL	mrna	-1			none
1783	dapF	mrna	3892	dapF	SL1344_RS20295	exact_lower
1784	yigA	mrna	-1			none
1785	xerC	mrna	3894	xerC	SL1344_RS20305	exact_lower
1786	yigB	mrna	3895	yigB	SL1344_RS20310	exact_lower
1787	uvrD	mrna	3896	uvrD	SL1344_RS20315	exact_lower
1788	ysgD	mrna	3897	ysgD	SL1344_RS27780	exact_lower
1789	corA	mrna	3898	corA	SL1344_RS20320	exact_lower
1790	pldA	mrna	3903	pldA	SL1344_RS20345	exact_lower
1791	recQ	mrna	3904	recQ	SL1344_RS20350	exact_lower
1792	rhtC	mrna	3905	rhtC	SL1344_RS20355	exact_lower
1793	pldB	mrna	3907	pldB	SL1344_RS20365	exact_lower
1794	yigL	mrna	3908	yigL	SL1344_RS20370	exact_lower
1795	bioP	mrna	-1			none
1796	metE	mrna	3911	metE	SL1344_RS20385	exact_lower
1797	udp	mrna	3914	udp	SL1344_RS20400	exact_lower
1798	rmuC	mrna	3915	rmuC	SL1344_RS20405	exact_lower
1799	ubiE	mrna	3916	ubiE	SL1344_RS20410	exact_lower
1800	ubiJ	mrna	3917	ubiJ	SL1344_RS20415	exact_lower
1801	ubiB	mrna	3918	ubiB	SL1344_RS20420	exact_lower
1802	tatA	mrna	3919	tatA	SL1344_RS20425	exact_lower
1803	tatB	mrna	3920	tatB	SL1344_RS20430	exact_lower
1804	tatC	mrna	3921	tatC	SL1344_RS20435	exact_lower
1805	tatD	mrna	3922	tatD	SL1344_RS20440	exact_lower
1806	ubiD	mrna	3924	ubiD	SL1344_RS20450	exact_lower
1807	fre	mrna	3925	fre	SL1344_RS20455	exact_lower
1808	pepQ	mrna	3929	pepQ	SL1344_RS20475	exact_lower
1809	yigZ	mrna	-1			none
1810	trkH	mrna	3931	trkH	SL1344_RS20485	exact_lower
1811	hemG	mrna	3932	hemG	SL1344_RS20490	exact_lower
1812	yihD	mrna	-1			none
1813	srkA	mrna	-1			none
1814	dsbA	mrna	3937	dsbA	SL1344_RS20540	exact_lower
1815	yihF	mrna	-1			none
1816	polA	mrna	3939	polA	SL1344_RS20555	exact_lower
1817	yihI	mrna	3942	yihI	SL1344_RS20570	exact_lower
1818	hemN	mrna	3943	hemN	SL1344_RS20575	exact_lower
1819	bipA	mrna	-1			none
1820	yihL	mrna	-1			none
1821	yihM	mrna	-1			none
1822	yihN	mrna	-1			none
1823	yihV	mrna	-1			none
1824	csqR	mrna	-1			none
1825	yihX	mrna	3965	yihX	SL1344_RS20680	exact_lower
1826	yihY	mrna	-1			none
1827	dtd	mrna	3967	dtd	SL1344_RS20690	exact_lower
1828	fabY	mrna	3968	fabY	SL1344_RS20695	exact_lower
1829	yiiE	mrna	-1			none
1830	yiiF	mrna	-1			none
1831	fdhD	mrna	3978	fdhD	SL1344_RS20750	exact_lower
1832	yiiG	mrna	-1			none
1833	rhaS	mrna	3989	rhaS	SL1344_RS20805	exact_lower
1834	rhaR	mrna	3990	rhaR	SL1344_RS20810	exact_lower
1835	sodA	mrna	3996	sodA	SL1344_RS20845	exact_lower
1836	kdgT	mrna	-1			none
1837	yiiM	mrna	3997	yiiM	SL1344_RS20850	exact_lower
1838	cpxP	mrna	4001	cpxP	SL1344_RS20870	exact_lower
1839	fieF	mrna	4002	fieF	SL1344_RS20875	exact_lower
1840	pfkA	mrna	4003	pfkA	SL1344_RS20880	exact_lower
1841	sbp	mrna	-1			none
1842	cdh	mrna	-1			none
1843	yiiR	mrna	-1			none
1844	yiiS	mrna	-1			none
1845	uspD	mrna	-1			none
1846	zapB	mrna	4027	zapB	SL1344_RS21005	exact_lower
1847	rpmE	mrna	4035	rpmE	SL1344_RS21045	exact_lower
1848	metB	mrna	4039	metB	SL1344_RS21065	exact_lower
1849	metL	mrna	4040	metL	SL1344_RS21070	exact_lower
1850	metF	mrna	4044	metF	SL1344_RS21095	exact_lower
1851	katG	mrna	4045	katG	SL1344_RS21100	exact_lower
1852	yijE	mrna	-1			none
1853	frwC	mrna	-1			none
1854	frwB	mrna	-1			none
1855	pflD	mrna	-1			none
1856	pflC	mrna	-1			none
1857	frwD	mrna	-1			none
1858	argC	mrna	4059	argC	SL1344_RS21170	exact_lower
1859	argB	mrna	4060	argB	SL1344_RS21175	exact_lower
1860	argH	mrna	4061	argH	SL1344_RS21180	exact_lower
1861	oxyR	mrna	4062	oxyR	SL1344_RS21185	exact_lower
1862	fabR	mrna	4064	fabR	SL1344_RS21195	exact_lower
1863	yijD	mrna	-1			none
1864	btuB	mrna	4067	btuB	SL1344_RS21210	exact_lower
1865	murI	mrna	4068	murI	SL1344_RS21215	exact_lower
1866	murB	mrna	4069	murB	SL1344_RS21245	exact_lower
1867	birA	mrna	4070	birA	SL1344_RS21250	exact_lower
1868	tufB	mrna	-1			none
1869	secE	mrna	4074	secE	SL1344_RS21290	exact_lower
1870	nusG	mrna	4075	nusG	SL1344_RS21295	exact_lower
1871	rplK	mrna	4076	rplK	SL1344_RS21300	exact_lower
1872	rplA	mrna	4077	rplA	SL1344_RS21305	exact_lower
1873	rplJ	mrna	4078	rplJ	SL1344_RS21310	exact_lower
1874	rplL	mrna	4079	rplL	SL1344_RS21315	exact_lower
1875	rpoB	mrna	4080	rpoB	SL1344_RS21320	exact_lower
1876	rpoC	mrna	4081	rpoC	SL1344_RS21325	exact_lower
1877	yjaZ	mrna	-1			none
1878	nudC	mrna	4093	nudC	SL1344_RS21385	exact_lower
1879	hemE	mrna	4094	hemE	SL1344_RS21390	exact_lower
1880	nfi	mrna	4095	nfi	SL1344_RS21395	exact_lower
1881	yjaG	mrna	-1			none
1882	hupA	mrna	4097	hupA	SL1344_RS21405	exact_lower
1883	yjaH	mrna	-1			none
1884	zraS	mrna	4100	zraS	SL1344_RS21420	exact_lower
1885	zraR	mrna	4101	zraR	SL1344_RS21425	exact_lower
1886	yjaA	mrna	-1			none
1887	metA	mrna	4105	metA	SL1344_RS21470	exact_lower
1888	aceB	mrna	4106	aceB	SL1344_RS21475	exact_lower
1889	aceA	mrna	4107	aceA	SL1344_RS21480	exact_lower
1890	aceK	mrna	4108	aceK	SL1344_RS21485	exact_lower
1891	metH	mrna	4111	metH	SL1344_RS21500	exact_lower
1892	yjbB	mrna	-1			none
1893	rluF	mrna	4116	rluF	SL1344_RS21525	exact_lower
1894	pgi	mrna	4146	pgi	SL1344_RS21670	exact_lower
1895	yjbE	mrna	4147	yjbE	SL1344_RS21675	exact_lower
1896	yjbF	mrna	-1			none
1897	yjbG	mrna	-1			none
1898	yjbH	mrna	-1			none
1899	psiE	mrna	4151	psiE	SL1344_RS21695	exact_lower
1900	malK	mrna	4155	malK	SL1344_RS21715	exact_lower
1901	lamB	mrna	-1			none
1902	malM	mrna	4157	malM	SL1344_RS21725	exact_lower
1903	ubiC	mrna	4158	ubiC	SL1344_RS21730	exact_lower
1904	ubiA	mrna	4159	ubiA	SL1344_RS21735	exact_lower
1905	dgkA	mrna	-1			none
1906	lexA	mrna	4162	lexA	SL1344_RS21750	exact_lower
1907	dinF	mrna	4163	dinF	SL1344_RS21755	exact_lower
1908	yjbJ	mrna	-1			none
1909	yjbL	mrna	-1			none
1910	yjbM	mrna	-1			none
1911	dusA	mrna	4168	dusA	SL1344_RS21780	exact_lower
1912	pspG	mrna	4169	pspG	SL1344_RS21785	exact_lower
1913	dnaB	mrna	4171	dnaB	SL1344_RS21795	exact_lower
1914	alr	mrna	4172	alr	SL1344_RS21800	exact_lower
1915	tyrB	mrna	4173	tyrB	SL1344_RS21805	exact_lower
1916	aphA	mrna	4174	aphA	SL1344_RS21810	exact_lower
1917	yjbQ	mrna	-1			none
1918	yjbR	mrna	-1			none
1919	ssb	mrna	-1			none
1920	pdeC	mrna	-1			none
1921	soxR	mrna	4190	soxR	SL1344_RS21895	exact_lower
1922	ghxP	mrna	4192	ghxP	SL1344_RS21905	exact_lower
1923	yjcE	mrna	-1			none
1924	ytcB	mrna	-1			none
1925	nrfA	mrna	4200	nrfA	SL1344_RS21950	exact_lower
1926	nrfB	mrna	4201	nrfB	SL1344_RS21955	exact_lower
1927	nrfC	mrna	4202	nrfC	SL1344_RS21960	exact_lower
1928	nrfD	mrna	4203	nrfD	SL1344_RS21965	exact_lower
1929	nrfE	mrna	-1			none
1930	nrfF	mrna	-1			none
1931	nrfG	mrna	4205	nrfG	SL1344_RS21975	exact_lower
1932	gltP	mrna	4206	gltP	SL1344_RS21980	exact_lower
1933	rpiB	mrna	-1			none
1934	yjdP	mrna	-1			none
1935	rdcA	mrna	-1			none
1936	rdcB	mrna	-1			none
1937	proP	mrna	4213	proP	SL1344_RS22020	exact_lower
1938	pmrR	mrna	4214	pmrR	SL1344_RS27280	exact_lower
1939	melA	mrna	4222	melA	SL1344_RS22070	exact_lower
1940	melB	mrna	4223	melB	SL1344_RS22075	exact_lower
1941	yjdI	mrna	-1			none
1942	yjdJ	mrna	-1			none
1943	ghoS	mrna	1248	ghoS	SL1344_RS06585	exact_lower
1944	ghoT	mrna	-1			none
1945	fxsA	mrna	-1			none
1946	groS	mrna	-1			none
1947	groL	mrna	4253	groL	SL1344_RS22235	exact_lower
1948	yjeI	mrna	-1			none
1949	efp	mrna	4257	efp	SL1344_RS22255	exact_lower
1950	ecnA	mrna	-1			none
1951	ecnB	mrna	4259	ecnB	SL1344_RS22265	exact_lower
1952	gdx	mrna	-1			none
1953	epmA	mrna	4267	epmA	SL1344_RS22305	exact_lower
1954	yjeM	mrna	4268	yjeM	SL1344_RS22310	exact_lower
1955	yjeN	mrna	-1			none
1956	yjeO	mrna	-1			none
1957	orn	mrna	4273	orn	SL1344_RS22335	exact_lower
1958	yjeV	mrna	-1			none
1959	nnr	mrna	4276	nnr	SL1344_RS22365	exact_lower
1960	tsaE	mrna	4277	tsaE	SL1344_RS22370	exact_lower
1961	amiB	mrna	4278	amiB	SL1344_RS22375	exact_lower
1962	mutL	mrna	4279	mutL	SL1344_RS22380	exact_lower
1963	miaA	mrna	4280	miaA	SL1344_RS22385	exact_lower
1964	hfq	mrna	4281	hfq	SL1344_RS22390	exact_lower
1965	hflX	mrna	4282	hflX	SL1344_RS22395	exact_lower
1966	hflK	mrna	4283	hflK	SL1344_RS22400	exact_lower
1967	hflC	mrna	4284	hflC	SL1344_RS22405	exact_lower
1968	yjeT	mrna	-1			none
1969	purA	mrna	4286	purA	SL1344_RS22415	exact_lower
1970	nsrR	mrna	4287	nsrR	SL1344_RS22420	exact_lower
1971	rnr	mrna	4288	rnr	SL1344_RS22425	exact_lower
1972	rlmB	mrna	4289	rlmB	SL1344_RS22430	exact_lower
1973	yjfI	mrna	-1			none
1974	yjfJ	mrna	-1			none
1975	yjfK	mrna	-1			none
1976	yjfL	mrna	-1			none
1977	yjfM	mrna	-1			none
1978	yjfC	mrna	-1			none
1979	aidB	mrna	-1			none
1980	yjfP	mrna	4299	yjfP	SL1344_RS22485	exact_lower
1981	ulaA	mrna	4302	ulaA	SL1344_RS22500	exact_lower
1982	ulaB	mrna	4303	ulaB	SL1344_RS22505	exact_lower
1983	ulaC	mrna	4304	ulaC	SL1344_RS22510	exact_lower
1984	ulaD	mrna	3636	ulaD	SL1344_RS18940	exact_lower
1985	ulaE	mrna	4306	ulaE	SL1344_RS22520	exact_lower
1986	ulaF	mrna	-1			none
1987	rpsF	mrna	4310	rpsF	SL1344_RS22540	exact_lower
1988	priB	mrna	4311	priB	SL1344_RS22545	exact_lower
1989	rpsR	mrna	4312	rpsR	SL1344_RS22550	exact_lower
1990	rplI	mrna	4313	rplI	SL1344_RS22555	exact_lower
1991	fklB	mrna	4316	fklB	SL1344_RS22570	exact_lower
1992	cycA	mrna	4317	cycA	SL1344_RS22575	exact_lower
1993	ytfH	mrna	-1			none
1994	cysQ	mrna	4323	cysQ	SL1344_RS22605	exact_lower
1995	ytfI	mrna	-1			none
1996	ytfK	mrna	-1			none
1997	tamA	mrna	4328	tamA	SL1344_RS22630	exact_lower
1998	tamB	mrna	4329	tamB	SL1344_RS22635	exact_lower
1999	ytfP	mrna	-1			none
2000	chpS	mrna	-1			none
2001	chpB	mrna	-1			none
2002	ytfQ	mrna	-1			none
2003	ytfR	mrna	-1			none
2004	ytfT	mrna	-1			none
2005	yjfF	mrna	-1			none
2006	mpl	mrna	4335	mpl	SL1344_RS22665	exact_lower
2007	tldE	mrna	-1			none
2008	mgtL	mrna	4372	mgtL	SL1344_RS28075	exact_lower
2009	mgtA	mrna	3721	mgtA	SL1344_RS19375	exact_lower
2010	bdcR	mrna	-1			none
2011	tabA	mrna	-1			none
2012	yjgL	mrna	-1			none
2013	rraB	mrna	4388	rraB	SL1344_RS22930	exact_lower
2014	yjgN	mrna	-1			none
2015	ytgB	mrna	-1			none
2016	ytgA	mrna	-1			none
2017	lptF	mrna	4397	lptF	SL1344_RS22975	exact_lower
2018	lptG	mrna	4398	lptG	SL1344_RS22980	exact_lower
2019	idnK	mrna	4403	idnK	SL1344_RS23005	exact_lower
2020	insC6	mrna	-1			none
2021	insD6	mrna	-1			none
2022	yjgZ	mrna	-1			none
2023	nanX	mrna	-1			none
2024	nanY	mrna	-1			none
2025	ythA	mrna	-1			none
2026	ykiE	mrna	-1			none
2027	insA7	mrna	-1			none
2028	ythB	mrna	-1			none
2029	fimB	mrna	-1			none
2030	fimE	mrna	-1			none
2031	fimA	mrna	526	fimA	SL1344_RS02755	exact_lower
2032	fimI	mrna	527	fimI	SL1344_RS02760	exact_lower
2033	fimC	mrna	528	fimC	SL1344_RS02765	exact_lower
2034	fimD	mrna	-1			none
2035	fimF	mrna	-1			none
2036	fimG	mrna	-1			none
2037	fimH	mrna	530	fimH	SL1344_RS02775	exact_lower
2038	uxuA	mrna	3107	uxuA	SL1344_RS16215	exact_lower
2039	uxuB	mrna	-1			none
2040	uxuR	mrna	4425	uxuR	SL1344_RS23120	exact_lower
2041	ytiC	mrna	-1			none
2042	ytiD	mrna	-1			none
2043	idlP	mrna	-1			none
2044	iraD	mrna	3102	iraD	SL1344_RS16190	exact_lower
2045	kptA	mrna	-1			none
2046	yjiS	mrna	4438	yjiS	SL1344_RS23200	exact_lower
2047	yjiT	mrna	-1			none
2048	mrr	mrna	-1			none
2049	tsr	mrna	4450	tsr	SL1344_RS23260	exact_lower
2050	lgoD	mrna	-1			none
2051	yjjQ	mrna	-1			none
2052	bglJ	mrna	4465	bglJ	SL1344_RS23335	exact_lower
2053	yjjZ	mrna	-1			none
2054	holD	mrna	-1			none
2055	rimI	mrna	4472	rimI	SL1344_RS23385	exact_lower
2056	yjjG	mrna	4473	yjjG	SL1344_RS23390	exact_lower
2057	prfC	mrna	4474	prfC	SL1344_RS23395	exact_lower
2058	osmY	mrna	1416	osmY	SL1344_RS07425	exact_lower
2059	ytjA	mrna	-1			none
2060	yjjU	mrna	-1			none
2061	yjjV	mrna	-1			none
2062	deoC	mrna	4481	deoC	SL1344_RS23430	exact_lower
2063	deoA	mrna	4482	deoA	SL1344_RS23435	exact_lower
2064	deoB	mrna	4483	deoB	SL1344_RS23440	exact_lower
2065	deoD	mrna	4484	deoD	SL1344_RS23445	exact_lower
2066	yjjJ	mrna	-1			none
2067	serB	mrna	2161	serB	SL1344_RS11285	exact_lower
2068	radA	mrna	4493	radA	SL1344_RS23490	exact_lower
2069	nadR	mrna	4494	nadR	SL1344_RS23495	exact_lower
2070	slt	mrna	-1			none
2071	trpR	mrna	4497	trpR	SL1344_RS23510	exact_lower
2072	ytjC	mrna	-1			none
2073	creA	mrna	4501	creA	SL1344_RS23530	exact_lower
2074	creB	mrna	4502	creB	SL1344_RS23535	exact_lower
2075	creC	mrna	4503	creC	SL1344_RS23540	exact_lower
2076	creD	mrna	4504	creD	SL1344_RS23545	exact_lower
2077	yjjY	mrna	4513	yjjY	SL1344_RS23590	exact_lower
2078	ytjE	mrna	-1			none
2079	yjtD	mrna	-1			none
2080	yaaA	mrna	4	yaaA	SL1344_RS00025	exact_lower
2081	yaaJ	mrna	-1			none
2082	satP	mrna	8	satP	SL1344_RS00045	exact_lower
2083	yaaW	mrna	-1			none
2084	yaaI	mrna	-1			none
2085	mokC	mrna	-1			none
2086	insB1	mrna	-1			none
2087	insA1	mrna	-1			none
2088	rpsT	mrna	43	rpsT	SL1344_RS00220	exact_lower
2089	caiE	mrna	69	caiE	SL1344_RS00350	exact_lower
2090	caiD	mrna	70	caiD	SL1344_RS00355	exact_lower
2091	caiC	mrna	71	caiC	SL1344_RS00360	exact_lower
2092	caiB	mrna	-1			none
2093	caiA	mrna	72	caiA	SL1344_RS00370	exact_lower
2094	caiT	mrna	73	caiT	SL1344_RS00375	exact_lower
2095	apaH	mrna	86	apaH	SL1344_RS00450	exact_lower
2096	apaG	mrna	87	apaG	SL1344_RS00455	exact_lower
2097	rsmA	mrna	88	rsmA	SL1344_RS00460	exact_lower
2098	pdxA	mrna	89	pdxA	SL1344_RS00465	exact_lower
2099	surA	mrna	90	surA	SL1344_RS00470	exact_lower
2100	lptD	mrna	91	lptD	SL1344_RS00475	exact_lower
2101	rluA	mrna	93	rluA	SL1344_RS00485	exact_lower
2102	rapA	mrna	94	rapA	SL1344_RS00490	exact_lower
2103	polB	mrna	95	polB	SL1344_RS00495	exact_lower
2104	araD	mrna	98	araD	SL1344_RS00510	exact_lower
2105	araA	mrna	99	araA	SL1344_RS00515	exact_lower
2106	araB	mrna	100	araB	SL1344_RS00520	exact_lower
2107	thiQ	mrna	103	thiQ	SL1344_RS00535	exact_lower
2108	thiP	mrna	104	thiP	SL1344_RS00540	exact_lower
2109	thiB	mrna	105	thiB	SL1344_RS00545	exact_lower
2110	sgrR	mrna	106	sgrR	SL1344_RS00550	exact_lower
2111	leuD	mrna	108	leuD	SL1344_RS00560	exact_lower
2112	leuC	mrna	109	leuC	SL1344_RS00565	exact_lower
2113	leuB	mrna	110	leuB	SL1344_RS00570	exact_lower
2114	leuA	mrna	111	leuA	SL1344_RS00575	exact_lower
2115	leuL	mrna	112	leuL	SL1344_RS00580	exact_lower
2116	yacG	mrna	136	yacG	SL1344_RS00705	exact_lower
2117	zapD	mrna	137	zapD	SL1344_RS00710	exact_lower
2118	coaE	mrna	138	coaE	SL1344_RS00715	exact_lower
2119	hofC	mrna	140	hofC	SL1344_RS00725	exact_lower
2120	hofB	mrna	-1			none
2121	ppdD	mrna	142	ppdD	SL1344_RS00735	exact_lower
2122	nadC	mrna	143	nadC	SL1344_RS00740	exact_lower
2123	aroP	mrna	148	aroP	SL1344_RS00765	exact_lower
2124	yacH	mrna	-1			none
2125	speD	mrna	162	speD	SL1344_RS00840	exact_lower
2126	speE	mrna	163	speE	SL1344_RS00845	exact_lower
2127	yacC	mrna	-1			none
2128	gcd	mrna	-1			none
2129	can	mrna	168	can	SL1344_RS00870	exact_lower
2130	panD	mrna	177	panD	SL1344_RS00915	exact_lower
2131	panC	mrna	178	panC	SL1344_RS00920	exact_lower
2132	panB	mrna	179	panB	SL1344_RS00925	exact_lower
2133	yadC	mrna	-1			none
2134	yadK	mrna	-1			none
2135	yadL	mrna	-1			none
2136	yadM	mrna	-1			none
2137	htrE	mrna	-1			none
2138	yadV	mrna	-1			none
2139	yadN	mrna	-1			none
2140	folK	mrna	180	folK	SL1344_RS00930	exact_lower
2141	pcnB	mrna	181	pcnB	SL1344_RS00935	exact_lower
2142	gluQ	mrna	-1			none
2143	dksA	mrna	183	dksA	SL1344_RS00945	exact_lower
2144	sfsA	mrna	184	sfsA	SL1344_RS00950	exact_lower
2145	thpR	mrna	185	thpR	SL1344_RS00955	exact_lower
2146	hemL	mrna	199	hemL	SL1344_RS01025	exact_lower
2147	yadS	mrna	-1			none
2148	btuF	mrna	203	btuF	SL1344_RS01045	exact_lower
2149	mtn	mrna	-1			none
2150	yaeH	mrna	-1			none
2151	yaeI	mrna	-1			none
2152	dapD	mrna	210	dapD	SL1344_RS01080	exact_lower
2153	glnD	mrna	211	glnD	SL1344_RS01085	exact_lower
2154	map	mrna	212	map	SL1344_RS01090	exact_lower
2155	rof	mrna	234	rof	SL1344_RS01200	exact_lower
2156	yaeP	mrna	-1			none
2157	yaeF	mrna	-1			none
2158	proS	mrna	239	proS	SL1344_RS01225	exact_lower
2159	trmO	mrna	-1			none
2160	rcsF	mrna	241	rcsF	SL1344_RS01235	exact_lower
2161	metQ	mrna	242	metQ	SL1344_RS01240	exact_lower
2162	metI	mrna	-1			none
2163	metN	mrna	244	metN	SL1344_RS01250	exact_lower
2164	yafC	mrna	247	yafC	SL1344_RS01295	exact_lower
2165	mltD	mrna	251	mltD	SL1344_RS01315	exact_lower
2166	gloB	mrna	252	gloB	SL1344_RS01320	exact_lower
2167	rnhA	mrna	254	rnhA	SL1344_RS01330	exact_lower
2168	yafV	mrna	-1			none
2169	fadE	mrna	301	fadE	SL1344_RS01585	exact_lower
2170	dpaA	mrna	304	dpaA	SL1344_RS01600	exact_lower
2171	yafQ	mrna	-1			none
2172	dinJ	mrna	-1			none
2173	pepD	mrna	307	pepD	SL1344_RS01620	exact_lower
2174	insB9	mrna	-1			none
2175	insA9	mrna	-1			none
2176	phoE	mrna	311	phoE	SL1344_RS01640	exact_lower
2177	ykfI	mrna	-1			none
2178	yafW	mrna	-1			none
2179	ykfH	mrna	-1			none
2180	ykfG	mrna	-1			none
2181	yafX	mrna	-1			none
2182	ykfF	mrna	-1			none
2183	ykfB	mrna	-1			none
2184	yafY	mrna	-1			none
2185	yafZ	mrna	-1			none
2186	ykfA	mrna	-1			none
2187	perR	mrna	-1			none
2188	insH1	mrna	-1			none
2189	afuC	mrna	-1			none
2190	insB2	mrna	-1			none
2191	insA2	mrna	-1			none
2192	yagB	mrna	-1			none
2193	yagA	mrna	4523	yagA	SL1344_RS24245	exact_lower
2194	xynR	mrna	-1			none
2195	argF	mrna	4382	argF	SL1344_RS22905	exact_lower
2196	argL	mrna	4387	argL	SL1344_RS28080	exact_lower
2197	insB3	mrna	-1			none
2198	insA3	mrna	-1			none
2199	yagK	mrna	-1			none
2200	yagL	mrna	-1			none
2201	yagM	mrna	-1			none
2202	ykgV	mrna	-1			none
2203	yagN	mrna	-1			none
2204	intF	mrna	-1			none
2205	yagP	mrna	-1			none
2206	paoD	mrna	-1			none
2207	paoC	mrna	-1			none
2208	paoB	mrna	-1			none
2209	paoA	mrna	-1			none
2210	ykgJ	mrna	-1			none
2211	ecpE	mrna	-1			none
2212	ecpD	mrna	-1			none
2213	ecpC	mrna	-1			none
2214	ecpB	mrna	-1			none
2215	ecpA	mrna	-1			none
2216	matA	mrna	-1			none
2217	ykgO	mrna	454	ykgO	SL1344_RS02395	exact_lower
2218	ykgM	mrna	-1			none
2219	ykgR	mrna	-1			none
2220	rclC	mrna	544	rclC	SL1344_RS02860	exact_lower
2221	rclB	mrna	543	rclB	SL1344_RS02855	exact_lower
2222	rclA	mrna	542	rclA	SL1344_RS02850	exact_lower
2223	ykgH	mrna	-1			none
2224	betA	mrna	-1			none
2225	betB	mrna	-1			none
2226	betI	mrna	-1			none
2227	yahB	mrna	-1			none
2228	yahC	mrna	-1			none
2229	yahN	mrna	-1			none
2230	prpR	mrna	352	prpR	SL1344_RS01880	exact_lower
2231	cynR	mrna	-1			none
2232	lacA	mrna	-1			none
2233	lacY	mrna	-1			none
2234	lacZ	mrna	-1			none
2235	lacI	mrna	-1			none
2236	mhpR	mrna	-1			none
2237	frmB	mrna	-1			none
2238	frmA	mrna	-1			none
2239	frmR	mrna	-1			none
2240	yaiO	mrna	-1			none
2241	yaiP	mrna	-1			none
2242	yaiS	mrna	-1			none
2243	hemB	mrna	357	hemB	SL1344_RS01905	exact_lower
2244	ytiB	mrna	-1			none
2245	insF2	mrna	-1			none
2246	insE2	mrna	-1			none
2247	ampH	mrna	360	ampH	SL1344_RS01920	exact_lower
2248	yaiY	mrna	-1			none
2249	ddlA	mrna	365	ddlA	SL1344_RS01945	exact_lower
2250	proC	mrna	371	proC	SL1344_RS01975	exact_lower
2251	rdgC	mrna	377	rdgC	SL1344_RS02005	exact_lower
2252	araJ	mrna	379	araJ	SL1344_RS02015	exact_lower
2253	sbcC	mrna	380	sbcC	SL1344_RS02020	exact_lower
2254	sbcD	mrna	381	sbcD	SL1344_RS02025	exact_lower
2255	acpH	mrna	388	acpH	SL1344_RS02065	exact_lower
2256	tsx	mrna	-1			none
2257	yajI	mrna	-1			none
2258	yajO	mrna	-1			none
2259	dxs	mrna	407	dxs	SL1344_RS02160	exact_lower
2260	ispA	mrna	408	ispA	SL1344_RS02165	exact_lower
2261	xseB	mrna	409	xseB	SL1344_RS02170	exact_lower
2262	yajL	mrna	418	yajL	SL1344_RS02215	exact_lower
2263	panE	mrna	419	panE	SL1344_RS02220	exact_lower
2264	yajR	mrna	-1			none
2265	cyoE	mrna	424	cyoE	SL1344_RS02245	exact_lower
2266	cyoD	mrna	-1			none
2267	cyoC	mrna	-1			none
2268	cyoB	mrna	427	cyoB	SL1344_RS02260	exact_lower
2269	cyoA	mrna	428	cyoA	SL1344_RS02265	exact_lower
2270	ampG	mrna	429	ampG	SL1344_RS02270	exact_lower
2271	yajG	mrna	-1			none
2272	queC	mrna	440	queC	SL1344_RS02325	exact_lower
2273	ybaE	mrna	-1			none
2274	tesB	mrna	449	tesB	SL1344_RS02370	exact_lower
2275	ybaZ	mrna	-1			none
