idx	name	locus_tag	type	start	end	strand
4142	SL1344_RS21650	SL1344_RS21650	mrna	4457808	4458413	-
4143	SL1344_RS21655	SL1344_RS21655	mrna	4458416	4458703	-
4144	SL1344_RS21660	SL1344_RS21660	mrna	4459279	4459626	+
4145	lysC	SL1344_RS21665	mrna	4459759	4461108	-
4146	pgi	SL1344_RS21670	mrna	4461453	4463102	+
4147	yjbE	SL1344_RS21675	mrna	4463546	4463788	+
4148	SL1344_RS21680	SL1344_RS21680	mrna	4463852	4464490	+
4149	SL1344_RS21685	SL1344_RS21685	mrna	4464487	4465224	+
4150	SL1344_RS21690	SL1344_RS21690	mrna	4465224	4467320	+
4151	psiE	SL1344_RS21695	mrna	4467463	4467873	+
4152	malG	SL1344_RS21700	mrna	4468039	4468929	-
4153	malF	SL1344_RS21705	mrna	4468944	4470488	-
4154	malE	SL1344_RS21710	mrna	4470620	4471810	-
4155	malK	SL1344_RS21715	mrna	4472172	4473281	+
4156	SL1344_RS21720	SL1344_RS21720	mrna	4473370	4474728	+
4157	malM	SL1344_RS21725	mrna	4474892	4475809	+
4158	ubiC	SL1344_RS21730	mrna	4475990	4476487	+
4159	ubiA	SL1344_RS21735	mrna	4476501	4477373	+
4160	plsB	SL1344_RS21740	mrna	4477472	4479892	-
4161	SL1344_RS21745	SL1344_RS21745	mrna	4480063	4480431	+
4162	lexA	SL1344_RS21750	mrna	4480540	4481148	+
4163	dinF	SL1344_RS21755	mrna	4481327	4482652	+
4164	SL1344_RS21760	SL1344_RS21760	mrna	4482649	4482762	+
4165	SL1344_RS21765	SL1344_RS21765	mrna	4482784	4482993	+
4166	zur	SL1344_RS21770	mrna	4483092	4483607	-
4167	SL1344_RS21775	SL1344_RS21775	mrna	4483854	4485164	+
4168	dusA	SL1344_RS21780	mrna	4485252	4486250	+
4169	pspG	SL1344_RS21785	mrna	4486418	4486660	+
4170	SL1344_RS21790	SL1344_RS21790	mrna	4486835	4487818	-
4171	dnaB	SL1344_RS21795	mrna	4487883	4489298	+
4172	alr	SL1344_RS21800	mrna	4489330	4490409	+
4173	tyrB	SL1344_RS21805	mrna	4490595	4491788	+
4174	aphA	SL1344_RS21810	mrna	4491975	4492688	+
4175	SL1344_RS21815	SL1344_RS21815	mrna	4492817	4493233	+
4176	SL1344_RS21820	SL1344_RS21820	mrna	4493236	4493592	+
4177	SL1344_RS21825	SL1344_RS21825	mrna	4493593	4493931	-
4178	SL1344_RS21830	SL1344_RS21830	mrna	4493918	4494373	-
4179	uvrA	SL1344_RS21835	mrna	4494505	4497330	-
4180	ssb1	SL1344_RS21845	mrna	4497578	4498108	+
4181	siiA	SL1344_RS21850	mrna	4499149	4499781	+
4182	SL1344_RS21855	SL1344_RS21855	mrna	4499778	4501166	+
4183	siiC	SL1344_RS21860	mrna	4501156	4502475	+
4184	siiD	SL1344_RS21865	mrna	4502472	4503749	+
4185	siiE	SL1344_RS21870	mrna	4503766	4520445	+
4186	siiF	SL1344_RS21875	mrna	4520485	4522551	+
4187	SL1344_RS21880	SL1344_RS21880	mrna	4522829	4523110	-
4188	SL1344_RS21885	SL1344_RS21885	mrna	4523673	4525274	+
4189	soxS	SL1344_RS21890	mrna	4525262	4525585	-
4190	soxR	SL1344_RS21895	mrna	4525672	4526130	+
4191	SL1344_RS21900	SL1344_RS21900	mrna	4526423	4527091	+
4192	ghxP	SL1344_RS21905	mrna	4527438	4528787	+
4193	SL1344_RS21910	SL1344_RS21910	mrna	4528937	4530583	+
4194	SL1344_RS21915	SL1344_RS21915	mrna	4530678	4531565	-
4195	SL1344_RS21920	SL1344_RS21920	mrna	4531669	4532079	+
4196	SL1344_RS21925	SL1344_RS21925	mrna	4532072	4532761	+
4197	actP	SL1344_RS21930	mrna	4532800	4534449	-
4198	SL1344_RS21935	SL1344_RS21935	mrna	4534446	4534760	-
4199	acs	SL1344_RS21940	mrna	4535006	4536964	-
4200	nrfA	SL1344_RS21950	mrna	4537396	4538832	+
4201	nrfB	SL1344_RS21955	mrna	4538944	4539510	+
4202	nrfC	SL1344_RS21960	mrna	4539507	4540178	+
4203	nrfD	SL1344_RS21965	mrna	4540175	4541131	+
4204	nrfEF	SL1344_RS21970	mrna	4541124	4543346	+
4205	nrfG	SL1344_RS21975	mrna	4543343	4543963	+
4206	gltP	SL1344_RS21980	mrna	4544308	4545618	+
4207	yjcO	SL1344_RS21985	mrna	4545776	4546465	-
4208	SL1344_RS21990	SL1344_RS21990	mrna	4546642	4548789	-
4209	lpxO	SL1344_RS22000	mrna	4549144	4550052	-
4210	phnO	SL1344_RS22005	mrna	4550310	4550744	-
4211	yjdN	SL1344_RS22010	mrna	4550896	4551339	-
4212	SL1344_RS22015	SL1344_RS22015	mrna	4551459	4551794	-
4213	proP	SL1344_RS22020	mrna	4552262	4553764	+
4214	pmrR	SL1344_RS27280	mrna	4553834	4553923	+
4215	pmrB	SL1344_RS22030	mrna	4553931	4555001	-
4216	pmrA	SL1344_RS22035	mrna	4555011	4555679	-
4217	eptA	SL1344_RS22040	mrna	4555676	4557319	-
4218	adiC	SL1344_RS22045	mrna	4557453	4558790	-
4219	SL1344_RS22050	SL1344_RS22050	mrna	4558930	4559691	-
4220	adiA	SL1344_RS22060	mrna	4559989	4562256	-
4221	melR	SL1344_RS22065	mrna	4562489	4563421	-
4222	melA	SL1344_RS22070	mrna	4563690	4565045	+
4223	melB	SL1344_RS22075	mrna	4565129	4566559	+
4224	fumA	SL1344_RS22080	mrna	4566657	4568303	-
4225	dcuB	SL1344_RS22085	mrna	4568399	4569739	-
4226	SL1344_RS22090	SL1344_RS22090	mrna	4569886	4570152	-
4227	dcuR	SL1344_RS22095	mrna	4570469	4571188	-
4228	SL1344_RS22100	SL1344_RS22100	mrna	4571185	4572816	-
4229	SL1344_RS22105	SL1344_RS22105	mrna	4573172	4575601	+
4230	SL1344_RS22110	SL1344_RS22110	mrna	4575615	4576241	+
4231	SL1344_RS22115	SL1344_RS22115	mrna	4576234	4577007	+
4232	SL1344_RS22120	SL1344_RS22120	mrna	4577083	4577676	+
4233	SL1344_RS22125	SL1344_RS22125	mrna	4577760	4579160	-
4234	SL1344_RS22130	SL1344_RS22130	mrna	4579464	4580369	+
4235	SL1344_RS22135	SL1344_RS22135	mrna	4580663	4580932	-
4236	SL1344_RS26870	SL1344_RS26870	mrna	4580940	4581155	-
4237	rtsB	SL1344_RS22145	mrna	4581178	4581465	-
4238	SL1344_RS22150	SL1344_RS22150	mrna	4581462	4582337	-
4239	SL1344_RS22155	SL1344_RS22155	mrna	4582602	4582823	-
4240	SL1344_RS22160	SL1344_RS22160	mrna	4583140	4583433	+
4241	SL1344_RS22165	SL1344_RS22165	mrna	4583430	4583921	+
4242	SL1344_RS22170	SL1344_RS22170	mrna	4584169	4584921	-
4243	SL1344_RS22175	SL1344_RS22175	mrna	4586131	4586508	-
4244	SL1344_RS22180	SL1344_RS22180	mrna	4586580	4586912	+
4245	SL1344_RS22190	SL1344_RS22190	mrna	4587351	4587926	-
4246	SL1344_RS22195	SL1344_RS22195	mrna	4587963	4589666	-
4247	cutA	SL1344_RS22200	mrna	4589642	4589989	-
4248	dcuA	SL1344_RS22205	mrna	4590110	4591411	-
4249	aspA	SL1344_RS22210	mrna	4591526	4592962	-
4250	SL1344_RS22220	SL1344_RS22220	mrna	4593303	4593779	+
4251	yjeH	SL1344_RS22225	mrna	4593838	4595079	-
4252	SL1344_RS22230	SL1344_RS22230	mrna	4595355	4595648	+
4253	groL	SL1344_RS22235	mrna	4595692	4597338	+
4254	SL1344_RS22240	SL1344_RS22240	mrna	4597582	4597935	+
4255	SL1344_RS22245	SL1344_RS22245	mrna	4597983	4598840	-
4256	epmB	SL1344_RS22250	mrna	4599122	4600150	-
4257	efp	SL1344_RS22255	mrna	4600191	4600757	+
4258	SL1344_RS22260	SL1344_RS22260	mrna	4600818	4600952	+
4259	ecnB	SL1344_RS22265	mrna	4601060	4601206	+
4260	SL1344_RS22270	SL1344_RS22270	mrna	4601237	4601824	-
4261	sugE	SL1344_RS22275	mrna	4602081	4602398	+
4262	SL1344_RS22280	SL1344_RS22280	mrna	4602415	4602948	-
4263	frdD	SL1344_RS22285	mrna	4603060	4603419	-
4264	frdC	SL1344_RS22290	mrna	4603430	4603825	-
4265	frdB	SL1344_RS22295	mrna	4603836	4604570	-
4266	frdA	SL1344_RS22300	mrna	4604563	4606353	-
4267	epmA	SL1344_RS22305	mrna	4606676	4607653	+
4268	yjeM	SL1344_RS22310	mrna	4607879	4609381	+
4269	SL1344_RS22315	SL1344_RS22315	mrna	4609433	4609747	+
4270	mscM	SL1344_RS22320	mrna	4609814	4613140	-
4271	asd	SL1344_RS22325	mrna	4613159	4614127	-
4272	rsgA	SL1344_RS22330	mrna	4614219	4615271	-
4273	orn	SL1344_RS22335	mrna	4615378	4615923	+
4274	SL1344_RS22340	SL1344_RS22340	mrna	4615985	4616725	-
4275	queG	SL1344_RS22360	mrna	4617810	4618949	-
4276	nnr	SL1344_RS22365	mrna	4618948	4620495	+
4277	tsaE	SL1344_RS22370	mrna	4620467	4620928	+
4278	amiB	SL1344_RS22375	mrna	4620945	4622264	+
4279	mutL	SL1344_RS22380	mrna	4622274	4624130	+
4280	miaA	SL1344_RS22385	mrna	4624123	4625073	+
4281	hfq	SL1344_RS22390	mrna	4625156	4625464	+
4282	hflX	SL1344_RS22395	mrna	4625536	4626816	+
4283	hflK	SL1344_RS22400	mrna	4627031	4628290	+
4284	hflC	SL1344_RS22405	mrna	4628293	4629297	+
4285	SL1344_RS22410	SL1344_RS22410	mrna	4629376	4629573	+
4286	purA	SL1344_RS22415	mrna	4629676	4630974	+
4287	nsrR	SL1344_RS22420	mrna	4631181	4631606	+
4288	rnr	SL1344_RS22425	mrna	4631644	4634082	+
4289	rlmB	SL1344_RS22430	mrna	4634173	4634904	+
4290	SL1344_RS22435	SL1344_RS22435	mrna	4635036	4635440	+
4291	SL1344_RS22445	SL1344_RS22445	mrna	4636153	4637223	+
4292	SL1344_RS22450	SL1344_RS22450	mrna	4637196	4637879	+
4293	SL1344_RS22455	SL1344_RS22455	mrna	4637897	4638295	+
4294	SL1344_RS22460	SL1344_RS22460	mrna	4638305	4638943	+
4295	SL1344_RS22465	SL1344_RS22465	mrna	4638946	4640109	+
4296	SL1344_RS22470	SL1344_RS22470	mrna	4640194	4641816	+
4297	yjfN	SL1344_RS22475	mrna	4641861	4642136	-
4298	bsmA	SL1344_RS22480	mrna	4642267	4642596	-
4299	yjfP	SL1344_RS22485	mrna	4642780	4643529	+
4300	ulaR	SL1344_RS22490	mrna	4643526	4644281	-
4301	ulaG	SL1344_RS22495	mrna	4644386	4645450	-
4302	ulaA	SL1344_RS22500	mrna	4645813	4647210	+
4303	ulaB	SL1344_RS22505	mrna	4647226	4647531	+
4304	ulaC	SL1344_RS22510	mrna	4647541	4648005	+
4305	ulaD	SL1344_RS22515	mrna	4648019	4648669	+
4306	ulaE	SL1344_RS22520	mrna	4648679	4649533	+
4307	SL1344_RS22525	SL1344_RS22525	mrna	4649533	4650219	+
4308	yjfY	SL1344_RS22530	mrna	4650348	4650623	-
4309	SL1344_RS22535	SL1344_RS22535	mrna	4650817	4651023	+
4310	rpsF	SL1344_RS22540	mrna	4651094	4651489	+
4311	priB	SL1344_RS22545	mrna	4651496	4651810	+
4312	rpsR	SL1344_RS22550	mrna	4651815	4652042	+
4313	rplI	SL1344_RS22555	mrna	4652084	4652533	+
4314	SL1344_RS22560	SL1344_RS22560	mrna	4652681	4653607	+
4315	SL1344_RS22565	SL1344_RS22565	mrna	4653657	4654292	-
4316	fklB	SL1344_RS22570	mrna	4654512	4655132	+
4317	cycA	SL1344_RS22575	mrna	4655428	4656837	+
4318	ytfE	SL1344_RS22580	mrna	4656949	4657611	-
4319	SL1344_RS22585	SL1344_RS22585	mrna	4657714	4658679	-
4320	SL1344_RS22590	SL1344_RS22590	mrna	4658760	4659608	-
4321	SL1344_RS22595	SL1344_RS22595	mrna	4659696	4660082	+
4322	SL1344_RS22600	SL1344_RS22600	mrna	4660140	4662083	-
4323	cysQ	SL1344_RS22605	mrna	4662351	4663091	+
4324	SL1344_RS22610	SL1344_RS22610	mrna	4663081	4663638	-
4325	SL1344_RS22615	SL1344_RS22615	mrna	4663965	4664171	+
4326	SL1344_RS22620	SL1344_RS22620	mrna	4664256	4665599	-
4327	msrA	SL1344_RS22625	mrna	4665782	4666420	-
4328	tamA	SL1344_RS22630	mrna	4666633	4668366	+
4329	tamB	SL1344_RS22635	mrna	4668363	4672142	+
4330	SL1344_RS22640	SL1344_RS22640	mrna	4672145	4672489	+
4331	SL1344_RS22645	SL1344_RS22645	mrna	4672543	4673751	-
4332	SL1344_RS22650	SL1344_RS22650	mrna	4673748	4674911	-
4333	ppa	SL1344_RS22655	mrna	4675322	4675852	-
4334	fbp	SL1344_RS22660	mrna	4676079	4677077	-
4335	mpl	SL1344_RS22665	mrna	4677252	4678631	+
4336	iolR	SL1344_RS22675	mrna	4679122	4679955	+
4337	iolT1	SL1344_RS22680	mrna	4680006	4681439	-
4338	iolT2	SL1344_RS22690	mrna	4681898	4683334	+
4339	iolB	SL1344_RS22695	mrna	4683687	4684496	-
4340	iolA	SL1344_RS22700	mrna	4684521	4686026	-
4341	SL1344_RS26225	SL1344_RS26225	mrna	4686042	4686344	-
4342	reiD	SL1344_RS22705	mrna	4686466	4687290	+
4343	iolE	SL1344_RS22710	mrna	4687550	4688470	+
4344	iolG1	SL1344_RS22715	mrna	4688489	4689499	+
4345	srfJ	SL1344_RS22720	mrna	4689596	4690939	+
4346	iolI1	SL1344_RS22725	mrna	4690940	4691773	+
4347	SL1344_RS22730	SL1344_RS22730	mrna	4691770	4692936	-
4348	SL1344_RS22735	SL1344_RS22735	mrna	4692997	4694934	-
4349	iolD	SL1344_RS22740	mrna	4695351	4697291	+
4350	iolG2	SL1344_RS22745	mrna	4697472	4698494	+
4351	SL1344_RS22750	SL1344_RS22750	mrna	4698567	4699793	+
4352	iolI2	SL1344_RS22755	mrna	4699954	4700769	+
4353	iolH	SL1344_RS22760	mrna	4700822	4701706	+
4354	yjgA	SL1344_RS22765	mrna	4701762	4702313	-
4355	pmbA	SL1344_RS22770	mrna	4702409	4703761	+
4356	cybC	SL1344_RS22775	mrna	4703860	4704246	+
4357	SL1344_RS22780	SL1344_RS22780	mrna	4704524	4704862	+
4358	SL1344_RS22785	SL1344_RS22785	mrna	4704873	4705235	+
4359	SL1344_RS22790	SL1344_RS22790	mrna	4705235	4705537	+
4360	SL1344_RS22795	SL1344_RS22795	mrna	4705560	4706336	+
4361	SL1344_RS22800	SL1344_RS22800	mrna	4706348	4706992	+
4362	SL1344_RS22805	SL1344_RS22805	mrna	4707051	4708184	+
4363	SL1344_RS22810	SL1344_RS22810	mrna	4708168	4709286	+
4364	dagF	SL1344_RS22815	mrna	4709283	4710023	+
4365	SL1344_RS22820	SL1344_RS22820	mrna	4710040	4711953	+
4366	SL1344_RS22825	SL1344_RS22825	mrna	4712031	4712273	+
4367	SL1344_RS22830	SL1344_RS22830	mrna	4712263	4712547	+
4368	nrdG	SL1344_RS22835	mrna	4712551	4713015	-
4369	nrdD	SL1344_RS22840	mrna	4713136	4715274	-
4370	treC	SL1344_RS22850	mrna	4715683	4717335	-
4371	treR	SL1344_RS22860	mrna	4718940	4719887	-
4372	mgtL	SL1344_RS28075	mrna	4720077	4720130	+
4373	mgtA	SL1344_RS22865	mrna	4720271	4722979	+
4374	SL1344_RS22870	SL1344_RS22870	mrna	4723095	4723541	-
4375	ridA	SL1344_RS22875	mrna	4723616	4724002	-
4376	pyrI	SL1344_RS22880	mrna	4724079	4724540	-
4377	pyrB	SL1344_RS22885	mrna	4724553	4725488	-
4378	pyrL	SL1344_RS22890	mrna	4725524	4725625	-
4379	SL1344_RS26875	SL1344_RS26875	mrna	4725605	4725745	+
4380	SL1344_RS22895	SL1344_RS22895	mrna	4725715	4726203	-
4381	SL1344_RS22900	SL1344_RS22900	mrna	4726390	4727793	-
4382	argF	SL1344_RS22905	mrna	4727849	4728853	-
4383	arcC	SL1344_RS22910	mrna	4728965	4729897	-
4384	arcA	SL1344_RS22915	mrna	4729908	4731128	-
4385	SL1344_RS22920	SL1344_RS22920	mrna	4731804	4732256	+
4386	argF	SL1344_RS22925	mrna	4732330	4733334	-
4387	argL	SL1344_RS28080	mrna	4733304	4733483	-
4388	rraB	SL1344_RS22930	mrna	4733500	4733916	+
4389	miaE	SL1344_RS22935	mrna	4733928	4734740	+
4390	SL1344_RS22940	SL1344_RS22940	mrna	4734974	4735462	-
4391	SL1344_RS22945	SL1344_RS22945	mrna	4735569	4736072	-
4392	SL1344_RS22950	SL1344_RS22950	mrna	4736267	4737454	+
4393	SL1344_RS22955	SL1344_RS22955	mrna	4737596	4740451	-
4394	holC	SL1344_RS22960	mrna	4740451	4740894	-
4395	pepA	SL1344_RS22965	mrna	4741031	4742542	-
4396	SL1344_RS27795	SL1344_RS27795	mrna	4742823	4742873	+
4397	lptF	SL1344_RS22975	mrna	4742937	4744037	+
4398	lptG	SL1344_RS22980	mrna	4744037	4745119	+
4399	idnR	SL1344_RS22985	mrna	4745314	4746312	-
4400	idnT	SL1344_RS22990	mrna	4746376	4747695	-
4401	idnO	SL1344_RS22995	mrna	4747757	4748521	-
4402	idnD	SL1344_RS23000	mrna	4748546	4749577	-
4403	idnK	SL1344_RS23005	mrna	4749794	4750324	+
4404	ahr	SL1344_RS23010	mrna	4750352	4751371	-
4405	SL1344_RS23020	SL1344_RS23020	mrna	4751897	4752184	+
4406	SL1344_RS23025	SL1344_RS23025	mrna	4752546	4756061	+
4407	SL1344_RS23030	SL1344_RS23030	mrna	4756158	4757147	+
4408	brxL	SL1344_RS23035	mrna	4757260	4759344	-
4409	pglZ	SL1344_RS23040	mrna	4759355	4761952	-
4410	SL1344_RS23045	SL1344_RS23045	mrna	4761955	4762776	-
4411	SL1344_RS23050	SL1344_RS23050	mrna	4762754	4763845	-
4412	pglX	SL1344_RS23055	mrna	4763845	4767522	-
4413	brxC	SL1344_RS23060	mrna	4767568	4771209	-
4414	SL1344_RS23065	SL1344_RS23065	mrna	4771221	4771823	-
4415	SL1344_RS23070	SL1344_RS23070	mrna	4771820	4772422	-
4416	SL1344_RS23075	SL1344_RS23075	mrna	4772615	4772929	-
4417	SL1344_RS23080	SL1344_RS23080	mrna	4773248	4773964	-
4418	SL1344_RS23085	SL1344_RS23085	mrna	4774524	4776155	-
4419	SL1344_RS23090	SL1344_RS23090	mrna	4776160	4776417	-
4420	SL1344_RS23095	SL1344_RS23095	mrna	4776906	4777514	+
4421	SL1344_RS23100	SL1344_RS23100	mrna	4777766	4778761	+
4422	SL1344_RS23105	SL1344_RS23105	mrna	4779037	4779948	+
4423	SL1344_RS23110	SL1344_RS23110	mrna	4780153	4780614	+
4424	SL1344_RS23115	SL1344_RS23115	mrna	4780611	4781285	-
4425	uxuR	SL1344_RS23120	mrna	4781635	4782408	+
4426	trpS	SL1344_RS23125	mrna	4782409	4783422	-
4427	SL1344_RS23135	SL1344_RS23135	mrna	4784140	4784670	+
4428	SL1344_RS23140	SL1344_RS23140	mrna	4784909	4785643	+
4429	hypT	SL1344_RS23145	mrna	4785649	4786557	-
4430	iadA	SL1344_RS23150	mrna	4786676	4787848	-
4431	SL1344_RS23155	SL1344_RS23155	mrna	4787861	4788322	-
4432	SL1344_RS23160	SL1344_RS23160	mrna	4788319	4788990	-
4433	SL1344_RS23170	SL1344_RS23170	mrna	4789863	4791047	-
4434	SL1344_RS23175	SL1344_RS23175	mrna	4791267	4792538	-
4435	mdtM	SL1344_RS23180	mrna	4792625	4793866	-
4436	SL1344_RS23190	SL1344_RS23190	mrna	4795041	4796411	+
4437	SL1344_RS23195	SL1344_RS23195	mrna	4796506	4796649	-
4438	yjiS	SL1344_RS23200	mrna	4796616	4796780	+
4439	SL1344_RS23205	SL1344_RS23205	mrna	4796855	4797556	-
4440	symE	SL1344_RS23210	mrna	4797630	4797962	-
4441	SL1344_RS23215	SL1344_RS23215	mrna	4798189	4799598	-
4442	hsdM	SL1344_RS23220	mrna	4799595	4801184	-
4443	hsdR	SL1344_RS23225	mrna	4801342	4804851	-
4444	SL1344_RS23230	SL1344_RS23230	mrna	4805049	4805963	+
4445	SL1344_RS23235	SL1344_RS23235	mrna	4806232	4806519	+
4446	SL1344_RS23240	SL1344_RS23240	mrna	4806506	4806808	+
4447	yjiA	SL1344_RS23245	mrna	4806883	4807839	-
4448	SL1344_RS23250	SL1344_RS23250	mrna	4807850	4808053	-
4449	btsT	SL1344_RS23255	mrna	4808148	4810298	-
4450	tsr	SL1344_RS23260	mrna	4810665	4812326	+
4451	SL1344_RS23265	SL1344_RS23265	mrna	4812650	4815415	+
4452	SL1344_RS23270	SL1344_RS23270	mrna	4815517	4815939	+
4453	SL1344_RS23275	SL1344_RS23275	mrna	4815954	4816415	+
4454	SL1344_RS23280	SL1344_RS23280	mrna	4816441	4817220	+
4455	SL1344_RS23285	SL1344_RS23285	mrna	4817198	4818046	+
4456	SL1344_RS23290	SL1344_RS23290	mrna	4818059	4819120	+
4457	SL1344_RS23295	SL1344_RS23295	mrna	4819138	4820148	+
4458	opgB	SL1344_RS23300	mrna	4820282	4822573	-
4459	SL1344_RS23305	SL1344_RS23305	mrna	4822856	4823317	-
4460	dnaC	SL1344_RS23310	mrna	4823375	4824112	-
4461	dnaT	SL1344_RS23315	mrna	4824115	4824654	-
4462	SL1344_RS23320	SL1344_RS23320	mrna	4824747	4825220	-
4463	SL1344_RS23325	SL1344_RS23325	mrna	4825211	4825987	-
4464	SL1344_RS23330	SL1344_RS23330	mrna	4826700	4827425	+
4465	bglJ	SL1344_RS23335	mrna	4827386	4828060	+
4466	SL1344_RS23340	SL1344_RS23340	mrna	4828111	4828569	-
4467	fhuF	SL1344_RS23345	mrna	4828720	4829508	-
4468	SL1344_RS23350	SL1344_RS23350	mrna	4829629	4830693	-
4469	SL1344_RS23355	SL1344_RS23355	mrna	4830944	4831180	+
4470	rsmC	SL1344_RS23375	mrna	4831721	4832749	-
4471	SL1344_RS23380	SL1344_RS23380	mrna	4832852	4833289	+
4472	rimI	SL1344_RS23385	mrna	4833234	4833680	+
4473	yjjG	SL1344_RS23390	mrna	4833702	4834379	+
4474	prfC	SL1344_RS23395	mrna	4834471	4836060	+
4475	osmY	SL1344_RS23400	mrna	4836462	4837079	+
4476	SL1344_RS23405	SL1344_RS23405	mrna	4837208	4837369	+
4477	SL1344_RS23410	SL1344_RS23410	mrna	4837493	4838566	+
4478	SL1344_RS23415	SL1344_RS23415	mrna	4838563	4839336	+
4479	SL1344_RS23420	SL1344_RS23420	mrna	4839369	4840232	-
4480	SL1344_RS23425	SL1344_RS23425	mrna	4840204	4841751	-
4481	deoC	SL1344_RS23430	mrna	4842011	4842790	+
4482	deoA	SL1344_RS23435	mrna	4842914	4844236	+
4483	deoB	SL1344_RS23440	mrna	4844288	4845511	+
4484	deoD	SL1344_RS23445	mrna	4845721	4846440	+
4485	SL1344_RS23450	SL1344_RS23450	mrna	4846478	4847050	-
4486	SL1344_RS23455	SL1344_RS23455	mrna	4847047	4849455	-
4487	stjC	SL1344_RS23460	mrna	4849469	4850176	-
4488	SL1344_RS23465	SL1344_RS23465	mrna	4850254	4850943	-
4489	SL1344_RS23470	SL1344_RS23470	mrna	4850991	4851680	-
4490	lplA	SL1344_RS23475	mrna	4851993	4853009	-
4491	SL1344_RS23480	SL1344_RS23480	mrna	4853043	4853687	-
4492	serB	SL1344_RS23485	mrna	4853804	4854772	+
4493	radA	SL1344_RS23490	mrna	4854856	4856238	+
4494	nadR	SL1344_RS23495	mrna	4856389	4857621	+
4495	ettA	SL1344_RS23500	mrna	4857739	4859406	-
4496	sltY	SL1344_RS23505	mrna	4859582	4861552	+
4497	trpR	SL1344_RS23510	mrna	4861610	4861936	+
4498	yjjX	SL1344_RS23515	mrna	4862038	4862553	-
4499	gpmB	SL1344_RS23520	mrna	4862602	4863249	+
4500	robA	SL1344_RS23525	mrna	4863246	4864115	-
4501	creA	SL1344_RS23530	mrna	4864327	4864800	+
4502	creB	SL1344_RS23535	mrna	4864813	4865502	+
4503	creC	SL1344_RS23540	mrna	4865502	4866926	+
4504	creD	SL1344_RS23545	mrna	4866984	4868333	+
4505	sthE	SL1344_RS23550	mrna	4868391	4869476	-
4506	SL1344_RS23555	SL1344_RS23555	mrna	4869517	4870074	-
4507	SL1344_RS23560	SL1344_RS23560	mrna	4870092	4872629	-
4508	sthA	SL1344_RS23565	mrna	4872675	4873358	-
4509	SL1344_RS23570	SL1344_RS23570	mrna	4873429	4873974	-
4510	SL1344_RS23575	SL1344_RS23575	mrna	4874313	4874984	-
4511	SL1344_RS23580	SL1344_RS23580	mrna	4875369	4875683	-
4512	arcA	SL1344_RS23585	mrna	4875950	4876666	-
4513	yjjY	SL1344_RS23590	mrna	4876762	4876902	+
4514	SL1344_RS23595	SL1344_RS23595	mrna	4877302	4877988	+
4515	repA	SL1344_RS24205	mrna	455	1486	+
4516	yacA	SL1344_RS24210	mrna	2395	2664	+
4517	yacB	SL1344_RS24215	mrna	2664	2942	+
4518	SL1344_RS24220	SL1344_RS24220	mrna	2982	3830	+
4519	SL1344_RS24225	SL1344_RS24225	mrna	3947	4420	+
4520	SL1344_RS24230	SL1344_RS24230	mrna	4897	5163	-
4521	SL1344_RS24235	SL1344_RS24235	mrna	5163	5657	-
4522	SL1344_RS24240	SL1344_RS24240	mrna	5713	6315	-
4523	yagA	SL1344_RS24245	mrna	6669	8015	+
4524	SL1344_RS24250	SL1344_RS24250	mrna	8294	10174	+
4525	SL1344_RS24255	SL1344_RS24255	mrna	10192	10539	-
4526	SL1344_RS24260	SL1344_RS24260	mrna	10658	11005	+
4527	SL1344_RS24265	SL1344_RS24265	mrna	11023	11613	-
4528	SL1344_RS24270	SL1344_RS24270	mrna	11610	11870	-
4529	SL1344_RS24275	SL1344_RS24275	mrna	12439	12852	+
4530	SL1344_RS24280	SL1344_RS24280	mrna	12854	13639	+
4531	SL1344_RS24285	SL1344_RS24285	mrna	14223	14855	+
4532	SL1344_RS27545	SL1344_RS27545	mrna	14855	15229	+
4533	parM	SL1344_RS24295	mrna	15468	16442	+
4534	SL1344_RS24300	SL1344_RS24300	mrna	16446	16838	+
4535	SL1344_RS24310	SL1344_RS24310	mrna	17519	18421	+
4536	SL1344_RS27325	SL1344_RS27325	mrna	18425	18730	+
4537	SL1344_RS24315	SL1344_RS24315	mrna	18806	19489	+
4538	SL1344_RS24320	SL1344_RS24320	mrna	19490	19711	+
4539	SL1344_RS24325	SL1344_RS24325	mrna	19725	20159	+
4540	SL1344_RS27590	SL1344_RS27590	mrna	20205	20981	+
4541	SL1344_RS24340	SL1344_RS24340	mrna	21399	21824	+
4542	SL1344_RS24345	SL1344_RS24345	mrna	21871	22293	+
4543	SL1344_RS24350	SL1344_RS24350	mrna	22290	22481	+
4544	SL1344_RS26915	SL1344_RS26915	mrna	22552	22866	+
4545	SL1344_RS24360	SL1344_RS24360	mrna	23250	23777	+
4546	SL1344_RS24365	SL1344_RS24365	mrna	23835	24068	+
4547	SL1344_RS24370	SL1344_RS24370	mrna	24127	26085	+
4548	psiB	SL1344_RS24375	mrna	26140	26574	+
4549	SL1344_RS24380	SL1344_RS24380	mrna	26571	27290	+
4550	SL1344_RS24385	SL1344_RS24385	mrna	27287	27883	+
4551	SL1344_RS24395	SL1344_RS24395	mrna	28346	28846	+
4552	SL1344_RS24400	SL1344_RS24400	mrna	29575	30009	+
4553	SL1344_RS26415	SL1344_RS26415	mrna	30103	30369	+
4554	SL1344_RS24410	SL1344_RS24410	mrna	30434	31360	+
